"Transactions  for account play_money XXXX-2974 as of 10/26/2019 00:13:46 ET"
"Date","Action","Symbol","Description","Quantity","Price","Fees & Comm","Amount",
"12/21/2017","Reinvest Shares","FHLC","FIDELITY MSCI HEALTH CARE INDX ETF","0.0471","$40.307","","-$1.90",
"12/20/2017","Reinvest Dividend","FHLC","FIDELITY MSCI HEALTH CARE INDX ETF","","","","$1.90",
"12/18/2017","Reinvest Shares","MCD","MC DONALDS CORP","0.0173","$175.3599","","-$3.03",
"12/15/2017","Qual Div Reinvest","MCD","MC DONALDS CORP","","","","$3.03",
"12/07/2017","Qualified Dividend","BUD","ANHEUSER-BUSCH INBEV FSPONSORED ADR 1 ADR REPS 1 ORD SHS","","","","$3.77",
"12/07/2017","Foreign Tax Paid","BUD","ANHEUSER-BUSCH INBEV FSPONSORED ADR 1 ADR REPS 1 ORD SHS","","","","-$1.13",
"12/07/2017","ADR Mgmt Fee","BUD","ANHEUSER-BUSCH INBEV FSPONSORED ADR 1 ADR REPS 1 ORD SHS","","","","-$0.23",
"12/06/2017","ADR Mgmt Fee","HMC","HONDA MOTOR CO LTD FSPONSORED ADR 1 ADR REPS 1 ORD SHS","","","","-$0.06",
"12/06/2017","Qualified Dividend","HMC","HONDA MOTOR CO LTD FSPONSORED ADR 1 ADR REPS 1 ORD SHS","","","","$1.93",
"12/06/2017","Foreign Tax Paid","HMC","HONDA MOTOR CO LTD FSPONSORED ADR 1 ADR REPS 1 ORD SHS","","","","-$0.19",
"12/06/2017","Buy","CAT","CATERPILLAR INC","2","$140.2922","$4.95","-$285.53",
"12/06/2017","Buy","DVA","DAVITA INC","5","$67.2499","$4.95","-$341.20",
"12/06/2017","Buy","UTX","UNITED TECHNOLOGIES","3","$121.1322","$4.95","-$368.35",
"12/06/2017","MoneyLink Deposit","","EMILY A DONAHUE","","","","$1000.00",
"12/04/2017","Reinvest Shares","BA","BOEING CO","0.0103","$280.0178","","-$2.88",
"12/01/2017","Qual Div Reinvest","BA","BOEING CO","","","","$2.88",
"11/17/2017","Reinvest Shares","AAPL","APPLE INC","0.0111","$170.6797","","-$1.90",
"11/16/2017","Qual Div Reinvest","AAPL","APPLE INC","","","","$1.90",
"11/16/2017","Reinvest Shares","PG","PROCTER & GAMBLE","0.0158","$89.2575","","-$1.41",
"11/15/2017","Qual Div Reinvest","PG","PROCTER & GAMBLE","","","","$1.41",
"11/13/2017","Buy","CQQQ","GUGGENHEIM CHINA TECHNOLOGY ETF","2","$64.088","","-$128.18",
"11/13/2017","Buy","MCD","MC DONALDS CORP","3","$167.6156","$4.95","-$507.80",
"11/13/2017","Sell","TSLA","TESLA INC","1","$308.0023","$4.96","$303.04",
"11/13/2017","Sell","TWX","TIME WARNER INC","0.0364","$88.9595","","$3.24",
"11/13/2017","Sell","TWX","TIME WARNER INC","3","$88.9595","$4.96","$261.92",
"11/07/2017","Buy","DIS","WALT DISNEY CO","4","$102.5811","$4.95","-$415.27",
"11/06/2017","MoneyLink Deposit","","EMILY A DONAHUE","","","","$500.00",
"11/02/2017","Reinvest Shares","TWX","TIME WARNER INC","0.0124","$98.3005","","-$1.22",
"11/01/2017","Qual Div Reinvest","TWX","TIME WARNER INC","","","","$1.22",
"10/30/2017","Sell","CLNT","CLEANTECH SOLU INTL F","6","$4.1688","$4.95","$20.06",
"10/16/2017 as of 10/15/2017","Bank Interest","","BANK INT 091617-101517","","","","$0.04",
"10/09/2017","Buy","CLNT","CLEANTECH SOLU INTL F","6","$7.4572","$4.95","-$49.69",
"10/09/2017","Journal","","JOURNAL TO 45230580","","","","-$1050.00",
"10/04/2017","MoneyLink Deposit","","EMILY A DONAHUE","","","","$1000.00",
"10/03/2017","Sell","HMNY","HELIOS MATHESON","6","$12.26","$4.95","$68.61",
"10/02/2017","Buy","CRM","SALESFORCE COM","1","$94.3126","$4.95","-$99.26",
"10/02/2017","Sell","MGM","MGM RESORTS INTL","0.027","$31.2225","","$0.84",
"10/02/2017","Sell","MGM","MGM RESORTS INTL","4","$31.2225","$4.95","$119.94",
"09/28/2017","Reinvest Shares","VTI","VANGUARD TOTAL STOCK MARKET ETF","0.0609","$128.8338","","-$7.84",
"09/27/2017","Reinvest Dividend","VTI","VANGUARD TOTAL STOCK MARKET ETF","","","","$7.84",
"09/25/2017","Reinvest Shares","LMT","LOCKHEED MARTIN CORP","0.0059","$306.4699","","-$1.82",
"09/22/2017","Qual Div Reinvest","LMT","LOCKHEED MARTIN CORP","","","","$1.82",
"09/20/2017","Cash Dividend","FHLC","FIDELITY MSCI HEALTH CARE INDX ETF","","","","$1.58",
"09/20/2017","Buy","HMNY","HELIOS MATHESON","6","$5.50","$4.95","-$37.95",
"09/20/2017","Journal","","JOURNAL TO 45230580","","","","-$1400.00",
"09/18/2017","Qualified Dividend","NVDA","NVIDIA CORP","","","","$0.70",
"09/18/2017","Reinvest Shares","MGM","MGM RESORTS INTL","0.0136","$32.336","","-$0.44",
"09/18/2017 as of 09/15/2017","Bank Interest","","BANK INT 081617-091517","","","","$0.07",
"09/15/2017","Qual Div Reinvest","MGM","MGM RESORTS INTL","","","","$0.44",
"09/11/2017","Funds Received","","FUNDS RECEIVED","","","","$32.02",
"09/08/2017","Qualified Dividend","HON","HONEYWELL INTL INC","","","","$0.67",
"09/08/2017","Journal","","JOURNAL TO 45230580","","","","-$1000.00",
"09/08/2017","Buy","FHLC","FIDELITY MSCI HEALTH CARE INDX ETF","12","$39.7375","$4.95","-$481.80",
"09/08/2017","Sell","F","FORD MOTOR COMPANY","0.2791","$11.3438","","$3.17",
"09/08/2017","Sell","F","FORD MOTOR COMPANY","21","$11.3438","$4.96","$233.26",
"09/08/2017","Sell","DIS","WALT DISNEY CO","0.0284","$96.9937","","$2.75",
"09/08/2017","Sell","DIS","WALT DISNEY CO","4","$96.9937","$4.96","$383.01",
"09/08/2017","Sell","SBUX","STARBUCKS CORP","0.0342","$53.5741","","$1.83",
"09/08/2017","Sell","SBUX","STARBUCKS CORP","4","$53.5741","$4.95","$209.35",
"09/08/2017","Sell","NVDA","NVIDIA CORP","0.0009","$163.8082","","$0.15",
"09/08/2017","Sell","NVDA","NVIDIA CORP","5","$163.8082","$4.97","$814.07",
"09/07/2017","MoneyLink Deposit","","EMILY A DONAHUE","","","","$1000.00",
"09/05/2017","Reinvest Shares","F","FORD MOTOR COMPANY","0.2791","$11.2842","","-$3.15",
"09/05/2017","Reinvest Shares","BA","BOEING CO","0.012","$238.618","","-$2.86",
"09/05/2017","Sell","UAA","UNDER ARMOUR INC CLASS A","14","$16.846","$4.96","$230.88",
"09/01/2017","Qual Div Reinvest","F","FORD MOTOR COMPANY","","","","$3.15",
"09/01/2017","Qual Div Reinvest","BA","BOEING CO","","","","$2.86",
"08/28/2017","Reinvest Shares","SBUX","STARBUCKS CORP","0.0184","$54.2703","","-$1.00",
"08/25/2017","Qual Div Reinvest","SBUX","STARBUCKS CORP","","","","$1.00",
"08/24/2017","Buy","VTI","VANGUARD TOTAL STOCK MARKET ETF","3","$125.356","$4.95","-$381.02",
"08/24/2017","Buy","LMT","LOCKHEED MARTIN CORP","1","$303.0233","$4.95","-$307.97",
"08/24/2017","Buy","FB","FACEBOOK INC CLASS A","2","$167.8126","$4.95","-$340.58",
"08/24/2017","Buy","DVMT","DELL TECHNOLOGIES IN CLASS V","7","$69.954","$4.95","-$494.63",
"08/24/2017","Sell","HON","HONEYWELL INTL INC","0.0103","$136.85","","$1.41",
"08/24/2017","Sell","HON","HONEYWELL INTL INC","1","$136.85","$4.95","$131.90",
"08/18/2017","Reinvest Shares","AAPL","APPLE INC","0.012","$157.9032","","-$1.89",
"08/17/2017","Qual Div Reinvest","AAPL","APPLE INC","","","","$1.89",
"08/16/2017","Reinvest Shares","PG","PROCTER & GAMBLE","0.0151","$92.5899","","-$1.40",
"08/16/2017 as of 08/15/2017","Bank Interest","","BANK INT 071617-081517","","","","$0.04",
"08/15/2017","Qual Div Reinvest","PG","PROCTER & GAMBLE","","","","$1.40",
"08/07/2017","Reinvest Shares","YUM","YUM BRANDS INC","0.012","$74.7069","","-$0.90",
"08/07/2017","Sell","RDSB","ROYAL DUTCH SHELL FSPONSORED ADR 1 ADR REPS 2 ORD SHS","3","$58.95","$4.95","$171.90",
"08/07/2017","Sell","YUM","YUM BRANDS INC","3","$74.5771","$4.96","$218.77",
"08/04/2017","Qual Div Reinvest","YUM","YUM BRANDS INC","","","","$0.90",
"08/04/2017","MoneyLink Deposit","","EMILY A DONAHUE","","","","$1000.00",
"08/02/2017","Reinvest Shares","TWX","TIME WARNER INC","0.0118","$102.5799","","-$1.21",
"08/01/2017","Qual Div Reinvest","TWX","TIME WARNER INC","","","","$1.21",
"08/01/2017","Buy","UAA","UNDER ARMOUR INC CLASS A","14","$18.8864","$4.95","-$269.36",
"07/31/2017","Sell","SNAP","SNAP INC CLASS A","9","$13.7941","$4.95","$119.20",
"07/31/2017","Sell","AEZS","AETERNA ZENTARIS F","76","$2.1536","$4.95","$158.72",
"07/28/2017","Reinvest Shares","DIS","WALT DISNEY CO","0.0284","$110.0032","","-$3.12",
"07/27/2017","Qual Div Reinvest","DIS","WALT DISNEY CO","","","","$3.12",
"07/24/2017","Buy","NVDA","NVIDIA CORP","3","$166.4826","$4.95","-$504.40",
"07/19/2017","Buy","AEZS","AETERNA ZENTARIS F","76","$2.6064","$4.95","-$203.04",
"07/19/2017","Buy","HMC","HONDA MOTOR CO LTD FSPONSORED ADR 1 ADR REPS 1 ORD SHS","9","$27.7664","$4.95","-$254.85",
"07/19/2017","Buy","F","FORD MOTOR COMPANY","21","$11.8271","$4.95","-$253.32",
"07/18/2017","Sell","BABA","ALIBABA GROUP HLDG FSPONSORED ADR 1 ADR REPS 1 ORD SHS","7","$154.3471","$4.97","$1075.46",
"07/17/2017 as of 07/15/2017","Bank Interest","","BANK INT 061617-071517","","","","$0.01",
"07/06/2017","Journal","","JOURNAL TO 45230580","","","","-$1000.00",
"07/06/2017","MoneyLink Deposit","","EMILY A DONAHUE","","","","$1000.00",
"06/30/2017","Qualified Dividend","BAC","BANK OF AMERICA CORP","","","","$0.23",
"06/28/2017","Reinvest Shares","VTI","VANGUARD TOTAL STOCK MARKET ETF","0.0513","$124.6772","","-$6.40",
"06/27/2017","Reinvest Dividend","VTI","VANGUARD TOTAL STOCK MARKET ETF","","","","$6.40",
"06/26/2017","Qualified Dividend","RDSB","ROYAL DUTCH SHELL FSPONSORED ADR 1 ADR REPS 2 ORD SHS","","","","$2.82",
"06/16/2017","Reinvest Shares","TWX","TIME WARNER INC","0.0122","$98.9719","","-$1.21",
"06/16/2017","Reinvest Shares","MGM","MGM RESORTS INTL","0.0134","$32.744","","-$0.44",
"06/16/2017 as of 06/15/2017","Bank Interest","","BANK INT 051617-061517","","","","$0.01",
"06/15/2017","Qual Div Reinvest","TWX","TIME WARNER INC","","","","$1.21",
"06/15/2017","Qual Div Reinvest","MGM","MGM RESORTS INTL","","","","$0.44",
"06/15/2017","Reinvest Shares","NVDA","NVIDIA CORP","0.0009","$150.328","","-$0.14",
"06/14/2017","Qual Div Reinvest","NVDA","NVIDIA CORP","","","","$0.14",
"06/12/2017","Reinvest Shares","HON","HONEYWELL INTL INC","0.005","$132.83","","-$0.67",
"06/09/2017","Qual Div Reinvest","HON","HONEYWELL INTL INC","","","","$0.67",
"06/09/2017","Buy","BABA","ALIBABA GROUP HLDG FSPONSORED ADR 1 ADR REPS 1 ORD SHS","7","$145.5429","$4.95","-$1023.75",
"06/07/2017","Qualified Dividend","UN","UNILEVER N V FSPONSORED ADR 1 ADR REPS 1 ORD SHS","","","","$3.06",
"06/07/2017","Foreign Tax Paid","UN","UNILEVER N V FSPONSORED ADR 1 ADR REPS 1 ORD SHS","","","","-$0.46",
"06/06/2017","MoneyLink Deposit","","EMILY A DONAHUE","","","","$1000.00",
"06/05/2017","Reinvest Shares","BA","BOEING CO","0.0149","$190.5579","","-$2.84",
"06/02/2017","Qual Div Reinvest","BA","BOEING CO","","","","$2.84",
"06/02/2017","Sell","UAL","UNITED CONTL HLDGS","2","$82.90","$4.95","$160.85",
"06/01/2017","Buy","NVDA","NVIDIA CORP","1","$143.6585","$4.95","-$148.61",
"06/01/2017","Sell","BAC","BANK OF AMERICA CORP","3","$22.405","$4.95","$62.27",
"06/01/2017","Sell","CNAB","UNITED CANNABIS CORP","50","$0.5532","$4.95","$22.71",
"05/30/2017","Reinvest Shares","SBUX","STARBUCKS CORP","0.0158","$63.1977","","-$1.00",
"05/26/2017","Qual Div Reinvest","SBUX","STARBUCKS CORP","","","","$1.00",
"05/25/2017","ADR Mgmt Fee","BUD","ANHEUSER-BUSCH INBEV FSPONSORED ADR 1 ADR REPS 1 ORD SHS","","","","-$0.25",
"05/25/2017","Qualified Dividend","BUD","ANHEUSER-BUSCH INBEV FSPONSORED ADR 1 ADR REPS 1 ORD SHS","","","","$4.39",
"05/25/2017","Foreign Tax Paid","BUD","ANHEUSER-BUSCH INBEV FSPONSORED ADR 1 ADR REPS 1 ORD SHS","","","","-$1.32",
"05/25/2017","Sell","RAI","REYNOLDS AMERICAN","1","$66.7038","$4.95","$61.75",
"05/18/2017","Qualified Dividend","AAPL","APPLE INC","","","","$1.89",
"05/16/2017","Reinvest Shares","PG","PROCTER & GAMBLE","0.016","$86.6983","","-$1.39",
"05/16/2017","Buy","MGM","MGM RESORTS INTL","4","$31.9799","$4.95","-$132.87",
"05/16/2017 as of 05/15/2017","Bank Interest","","BANK INT 041617-051517","","","","$0.01",
"05/15/2017","Qual Div Reinvest","PG","PROCTER & GAMBLE","","","","$1.39",
"05/09/2017","Buy","TSLA","TESLA INC","1","$320.1663","$4.95","-$325.12",
"05/09/2017","Sell","UN","UNILEVER N V FSPONSORED ADR 1 ADR REPS 1 ORD SHS","8","$53.295","$4.96","$421.40",
"05/08/2017","Buy","NVDA","NVIDIA CORP","1","$103.3462","$4.95","-$108.30",
"05/08/2017","Sell","AMD","ADVANCED MICRO DEVIC","13","$10.0635","$4.95","$125.88",
"05/08/2017","Buy","BAC","BANK OF AMERICA CORP","3","$23.99","$4.95","-$76.92",
"05/08/2017","Buy","TWX","TIME WARNER INC","3","$98.27","$4.95","-$299.76",
"05/08/2017","Buy","SBUX","STARBUCKS CORP","4","$60.95","$4.95","-$248.75",
"05/08/2017","Buy","YUM","YUM BRANDS INC","3","$69.29","$4.95","-$212.82",
"05/08/2017","Buy","UAL","UNITED CONTL HLDGS","2","$75.47","$4.95","-$155.89",
"05/04/2017","MoneyLink Deposit","","EMILY A DONAHUE","","","","$1000.00",
"04/17/2017 as of 04/15/2017","Bank Interest","","BANK INT 031617-041517","","","","$0.02",
"04/10/2017","Buy","SNAP","SNAP INC CLASS A","9","$21.0163","$4.95","-$194.10",
"04/10/2017","Buy","AAPL","APPLE INC","3","$143.6165","$4.95","-$435.80",
"04/10/2017","Buy","VTI","VANGUARD TOTAL STOCK MARKET ETF","3","$121.2762","$4.95","-$368.78",
"04/05/2017","MoneyLink Deposit","","EMILY A DONAHUE","","","","$1000.00",
"04/03/2017","Qualified Dividend","RAI","REYNOLDS AMERICAN","","","","$0.51",
"03/31/2017","Reinvest Shares","VTI","VANGUARD TOTAL STOCK MARKET ETF","0.0361","$121.454","","-$4.38",
"03/30/2017","Reinvest Dividend","VTI","VANGUARD TOTAL STOCK MARKET ETF","","","","$4.38",
"03/27/2017","Qualified Dividend","RDSB","ROYAL DUTCH SHELL FSPONSORED ADR 1 ADR REPS 2 ORD SHS","","","","$2.82",
"03/21/2017","Journal","","JOURNAL TO 45230580","","","","-$50.00",
"03/21/2017","Buy","DIS","WALT DISNEY CO","4","$111.9522","$4.95","-$452.76",
"03/21/2017","Journal","","JOURNAL TO 45230580","","","","-$500.00",
"03/16/2017 as of 03/15/2017","Bank Interest","","BANK INT 021617-031517","","","","$0.01",
"03/15/2017","Qualified Dividend","UN","UNILEVER N V FSPONSORED ADR 1 ADR REPS 1 ORD SHS","","","","$2.75",
"03/15/2017","Foreign Tax Paid","UN","UNILEVER N V FSPONSORED ADR 1 ADR REPS 1 ORD SHS","","","","-$0.41",
"03/13/2017","Reinvest Shares","HON","HONEYWELL INTL INC","0.0053","$126.925","","-$0.67",
"03/10/2017","Qual Div Reinvest","HON","HONEYWELL INTL INC","","","","$0.67",
"03/06/2017","MoneyLink Deposit","","EMILY A DONAHUE","","","","$1000.00",
"03/03/2017","Qualified Dividend","BA","BOEING CO","","","","$2.84",
"02/16/2017","Reinvest Shares","PG","PROCTER & GAMBLE","0.0147","$90.858","","-$1.34",
"02/15/2017","Qual Div Reinvest","PG","PROCTER & GAMBLE","","","","$1.34",
"02/06/2017","Buy","AMD","ADVANCED MICRO DEVIC","13","$13.4363","$6.95","-$181.62",
"02/06/2017","Buy","AMZN","AMAZON COM INC","1","$806.579","$6.95","-$813.53",
"02/06/2017","MoneyLink Deposit","","EMILY A DONAHUE","","","","$1000.00",
"01/17/2017","Buy","RAI","REYNOLDS AMERICAN","1","$57.867","$8.95","-$66.82",
"01/11/2017","Buy","HON","HONEYWELL INTL INC","1","$117.55","$8.95","-$126.50",
"01/09/2017","Buy","UN","UNILEVER N V FUNSPONSORED ADR 1 ADR REPS 1 ORD SHS","8","$41.06","$8.95","-$337.43",
"01/05/2017","MoneyLink Deposit","","EMILY A DONAHUE","","","","$500.00",
"12/28/2016","Reinvest Shares","VTI","VANGUARD TOTAL STOCK MARKET ETF","0.0502","$116.3003","","-$5.84",
"12/27/2016","Reinvest Dividend","VTI","VANGUARD TOTAL STOCK MARKET ETF","","","","$5.84",
"12/19/2016","Buy","PG","PROCTER & GAMBLE","2","$84.73","$8.95","-$178.41",
"12/16/2016","Qualified Dividend","RDSB","ROYAL DUTCH SHELL FADR 1 ADR REPS 2 ORD SHS","","","","$2.82",
"12/07/2016","Buy","BA","BOEING CO","2","$151.67","$8.95","-$312.29",
"12/07/2016","Buy","BUD","ANHEUSER-BUSCH INBEV FSPONSORED ADR 1 ADR REPS 1 ORD SHS","2","$103.93","$8.95","-$216.81",
"12/07/2016","Buy","FB","FACEBOOK INC CLASS A","2","$117.00","$8.95","-$242.95",
"12/07/2016","Buy","CNAB","UNITED CANNABIS CORP","50","$1.16","$8.95","-$66.95",
"12/06/2016","MoneyLink Deposit","","EMILY A DONAHUE","","","","$1000.00",
"10/31/2016","Buy","RDSB","ROYAL DUTCH SHELL FADR 1 ADR REPS 2 ORD SHS","3","$52.36","$8.95","-$166.03",
"10/31/2016","Buy","GOOGL","ALPHABET INC. CLASS A","1","$809.862","$8.95","-$818.81",
"10/26/2016","MoneyLink Deposit","","EMILY A DONAHUE","","","","$1000.00",
"10/19/2016","MoneyLink Deposit","","PNCBANK_XTRANSFR","","","","$0.61",
"10/19/2016","MoneyLink Deposit","","PNCBANK_XTRANSFR","","","","$0.31",
"09/20/2016","Reinvest Shares","VTI","VANGUARD TOTAL STOCK MARKET ETF","0.0391","$110.2785","","-$4.31",
"09/19/2016","Reinvest Dividend","VTI","VANGUARD TOTAL STOCK MARKET ETF","","","","$4.31",
"06/24/2016","Buy","VTI","VANGUARD TOTAL STOCK MARKET ETF","8","$104.2419","$8.95","-$842.89",
"06/16/2016 as of 06/15/2016","Bank Interest","","BANK INT 051616-061516","","","","$0.01",
"05/16/2016 as of 05/15/2016","Bank Interest","","BANK INT 041616-051516","","","","$0.01",
"04/18/2016 as of 04/15/2016","Bank Interest","","BANK INT 031616-041516","","","","$0.01",
"03/16/2016 as of 03/15/2016","Bank Interest","","BANK INT 021616-031516","","","","$0.01",
"02/16/2016 as of 02/15/2016","Bank Interest","","BANK INT 011616-021516","","","","$0.01",
"01/19/2016 as of 01/15/2016","Bank Interest","","BANK INT 121615-011516","","","","$0.01",
"12/16/2015 as of 12/15/2015","Bank Interest","","BANK INT 111615-121515","","","","$0.01",
"11/16/2015 as of 11/15/2015","Bank Interest","","BANK INT 101615-111515","","","","$0.01",
